"barn","nest1","nest2","distance.m","dist.rank","BarnNest_1","BarnNest_2","active_1","active_2"
"MakeBelieve",80,68,8.124297081,11,"Make Believe-14","Make Believe-26",TRUE,TRUE
"MakeBelieve",80,67,8.291240987,12,"Make Believe-14","Make Believe-48",TRUE,TRUE
"MakeBelieve",80,87,8.76593454,13,"Make Believe-14","Make Believe-73",TRUE,TRUE
"MakeBelieve",80,77,9.104099749,14,"Make Believe-14","Make Believe-38",TRUE,TRUE
"MakeBelieve",80,69,10.14581095,17,"Make Believe-14","Make Believe-34",TRUE,TRUE
"MakeBelieve",80,72,15.20151143,24,"Make Believe-14","Make Believe-8",TRUE,TRUE
"MakeBelieve",80,70,15.3033427,25,"Make Believe-14","Make Believe-13",TRUE,TRUE
"MakeBelieve",80,146,23.35786094,27,"Make Believe-14","Make Believe-62",TRUE,TRUE
"MakeBelieve",83,80,3.845168918,4,"Make Believe-69","Make Believe-14",TRUE,TRUE
"MakeBelieve",83,87,4.92434111,9,"Make Believe-69","Make Believe-73",TRUE,TRUE
"MakeBelieve",83,68,5.005743043,10,"Make Believe-69","Make Believe-26",TRUE,TRUE
"MakeBelieve",83,67,5.126020807,12,"Make Believe-69","Make Believe-48",TRUE,TRUE
"MakeBelieve",83,69,8.651933973,20,"Make Believe-69","Make Believe-34",TRUE,TRUE
"MakeBelieve",83,77,9.90871048,21,"Make Believe-69","Make Believe-38",TRUE,TRUE
"MakeBelieve",83,70,14.3682585,23,"Make Believe-69","Make Believe-13",TRUE,TRUE
"MakeBelieve",83,72,15.42561942,24,"Make Believe-69","Make Believe-8",TRUE,TRUE
"MakeBelieve",83,146,23.0129504,27,"Make Believe-69","Make Believe-62",TRUE,TRUE
"MakeBelieve",87,67,4.147107379,9,"Make Believe-73","Make Believe-48",TRUE,TRUE
"MakeBelieve",87,68,4.235389899,10,"Make Believe-73","Make Believe-26",TRUE,TRUE
"MakeBelieve",87,83,4.92434111,11,"Make Believe-73","Make Believe-69",TRUE,TRUE
"MakeBelieve",87,80,8.76593454,16,"Make Believe-73","Make Believe-14",TRUE,TRUE
"MakeBelieve",87,69,9.322435728,18,"Make Believe-73","Make Believe-34",TRUE,TRUE
"MakeBelieve",87,77,12.88609469,21,"Make Believe-73","Make Believe-38",TRUE,TRUE
"MakeBelieve",87,70,14.90668647,22,"Make Believe-73","Make Believe-13",TRUE,TRUE
"MakeBelieve",87,72,17.2762774,25,"Make Believe-73","Make Believe-8",TRUE,TRUE
"MakeBelieve",87,146,23.22205098,27,"Make Believe-73","Make Believe-62",TRUE,TRUE
"MakeBelieve",146,83,23.0129504,6,"Make Believe-62","Make Believe-69",TRUE,TRUE
"MakeBelieve",146,87,23.22205098,9,"Make Believe-62","Make Believe-73",TRUE,TRUE
"MakeBelieve",146,80,23.35786094,11,"Make Believe-62","Make Believe-14",TRUE,TRUE
"MakeBelieve",146,68,26.88113251,17,"Make Believe-62","Make Believe-26",TRUE,TRUE
"MakeBelieve",146,67,26.88312435,18,"Make Believe-62","Make Believe-48",TRUE,TRUE
"MakeBelieve",146,69,31.52904069,22,"Make Believe-62","Make Believe-34",TRUE,TRUE
"MakeBelieve",146,77,32.37300153,23,"Make Believe-62","Make Believe-38",TRUE,TRUE
"MakeBelieve",146,70,37.31280331,25,"Make Believe-62","Make Believe-13",TRUE,TRUE
"MakeBelieve",146,72,38.29450656,26,"Make Believe-62","Make Believe-8",TRUE,TRUE
"Struthers",119,120,0.780449613,2,"Struthers-20","Struthers-10",TRUE,TRUE
"Struthers",119,126,5.664082546,9,"Struthers-20","Struthers-3",TRUE,TRUE
"Struthers",119,130,36.34130226,11,"Struthers-20","Struthers-22",TRUE,TRUE
"Struthers",119,129,51.44898096,12,"Struthers-20","Struthers-23",TRUE,TRUE
"Struthers",120,119,0.780449613,2,"Struthers-10","Struthers-20",TRUE,TRUE
"Struthers",120,126,5.669336022,9,"Struthers-10","Struthers-3",TRUE,TRUE
"Struthers",120,130,35.93600655,11,"Struthers-10","Struthers-22",TRUE,TRUE
"Struthers",120,129,51.07927477,12,"Struthers-10","Struthers-23",TRUE,TRUE
"Struthers",126,119,5.664082546,7,"Struthers-3","Struthers-20",TRUE,TRUE
"Struthers",126,120,5.669336022,8,"Struthers-3","Struthers-10",TRUE,TRUE
"Struthers",126,130,31.46624978,11,"Struthers-3","Struthers-22",TRUE,TRUE
"Struthers",126,129,56.32173277,12,"Struthers-3","Struthers-23",TRUE,TRUE
"Struthers",129,120,51.07927477,2,"Struthers-23","Struthers-10",TRUE,TRUE
"Struthers",129,119,51.44898096,4,"Struthers-23","Struthers-20",TRUE,TRUE
"Struthers",129,126,56.32173277,10,"Struthers-23","Struthers-3",TRUE,TRUE
"Struthers",129,130,76.22774167,12,"Struthers-23","Struthers-22",TRUE,TRUE
"Struthers",130,126,31.46624978,2,"Struthers-22","Struthers-3",TRUE,TRUE
"Struthers",130,120,35.93600655,7,"Struthers-22","Struthers-10",TRUE,TRUE
"Struthers",130,119,36.34130226,9,"Struthers-22","Struthers-20",TRUE,TRUE
"Struthers",130,129,76.22774167,12,"Struthers-22","Struthers-23",TRUE,TRUE
"UrbanFarmGirlz",151,152,7.420861852,3,"Urban Farm Girlz-2","Urban Farm Girlz-8",TRUE,TRUE
"UrbanFarmGirlz",152,151,7.420861852,2,"Urban Farm Girlz-8","Urban Farm Girlz-2",TRUE,TRUE
